,movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys,openYear
13962,19930406,백발마녀전 2,A World Without Thieves,1993,19931231,장편,개봉,홍콩,"멜로/로맨스,액션,판타지",홍콩,멜로/로맨스,[{'peopleNm': '고지림'}],만다린 필름즈,1993
13965,20164856,자유부인 2017,,2016,20170404,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '윤대이'}],골든타이드픽처스(주),2017
13970,20164403,원나잇스탠드,One-night Stand,2015,20170328,장편,개봉,한국,"스릴러,드라마,멜로/로맨스",한국,스릴러,[{'peopleNm': '지길웅'}],(주)전망좋은 영화사,2017
13971,20173824,젊은 형수 무삭제,,2016,20170328,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김정오'}],(주)영화사가을,2017
13972,20173825,아내의 불륜2 무삭제판,,2016,20170328,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
13973,20173822,신혼여행 : 불륜 무삭제,,2016,20170328,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김정오'}],(주)영화사가을,2017
13974,20173841,스와핑 : 친구의 아내 무삭제판,,2016,20170328,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '홍성수'}],(주)영화사 사계절,2017
13975,20173823,스와핑 : 친구부부의 쾌락 무삭제판,,2016,20170328,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
13978,20172861,엄마친구 3,,2016,20170330,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '명석환'}],(주)영화사 사계절,2017
13982,20173421,형님 아내 2 - 사모님과 경호원 - 감독판,,2016,20170316,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이돌'}],이돌영화사,2017
13987,20172482,청불학원,,2016,20170314,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '최무연'}],(주)로드하우스,2017
13991,20172262,스캔들 II,,2017,20170308,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '이동현'}],(주)케이알씨지,2017
13992,20168365,아내의 동창회,,2016,20170309,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이리단'}],대호필름,2017
13993,20040525,패션 오브 크라이스트,The Passion Of Christ,2004,20040402,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '멜 깁슨 '}],아이콘프로덕션,2004
13994,20170983,특이점이 온 영화,,2016,20170307,장편,개봉,한국,"코미디,멜로/로맨스",한국,코미디,[{'peopleNm': '공자관'}],밀크픽처스,2017
13995,20170787,어린 형수 2 - 무삭제판,,2017,20170307,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김태수'}],너바나 필름,2017
14006,20159501,은하,,2016,20170124,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '임진승'}],골든타이드픽처스(주),2017
14007,20160871,야한이야기,,2016,20160929,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김철수'}],골든타이드픽처스(주),2016
14010,19930253,델마와 루이스 ,Thelma and Louise,1991,19931127,장편,개봉,미국,드라마,미국,드라마,[{'peopleNm': '리들리 스콧'}],메트로-골드윈-마이어,1993
14016,20119718,지구대표 롤링스타즈,Rolling Stars: The Greatest Space Baseball Competition,2010,20110324,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '임상준'}],(주)한컴,2011
14019,20151230,원라인,ONE-LINE,2016,20170329,장편,개봉,한국,범죄,한국,범죄,[{'peopleNm': '양경모'}],(주)미인픽쳐스,2017
14021,20152369,나홀로 휴가,A Break Alone,2015,20160922,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '조재현'}],(주)수현재엔터테인먼트,2016
14024,19850089,복성고조,My Lucky Stars,1985,19850420,장편,개봉,홍콩,"액션,코미디",홍콩,액션,[{'peopleNm': '홍금보'}],골든웨이필름,1985
14030,20113916,러브픽션,Love Fiction,2011,20120229,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '전계수'}],(주)삼거리픽쳐스,2012
14031,20113532,미쓰GO,Miss Conspirator,2012,20120621,장편,개봉,한국,"액션,코미디,범죄",한국,액션,[{'peopleNm': '박철관'}],영화사 도로시(주),2012
14032,20124067,바람과 함께 사라지다,The Grand Heist,2012,20120808,장편,개봉,한국,"코미디,사극",한국,코미디,[{'peopleNm': '김주호'}],(주)두타연,2012
14033,20113887,점쟁이들,Ghost Sweepers,2012,20121003,장편,개봉,한국,"코미디,공포(호러)",한국,코미디,[{'peopleNm': '신정원'}],(주)사람엔터테인먼트,2012
14034,20124399,반창꼬,Love 911,2012,20121219,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '정기훈'}],(주)영화사오름,2012
14035,20122784,몽타주,Montage,2013,20130516,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '정근섭'}],(주)미인픽쳐스,2013
14036,20134124,배우는 배우다,Rough Play,2013,20131024,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '신연식'}],(주) 루스이소니도스,2013
14037,20124059,무게,The Weight,2012,20131107,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '전규환'}],(주)트리필름,2013
14038,20131263,사이비,The Fake,2013,20131121,장편,개봉,한국,"애니메이션,스릴러",한국,애니메이션,[{'peopleNm': '연상호'}],주식회사 다다쇼,2013
14039,20137043,남자가 사랑할 때,Man In Love,2013,20140122,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '한동욱'}],(주)사나이픽처스,2014
14040,20133322,인간중독,Obsessed,2014,20140514,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '김대우'}],(주)아이언팩키지,2014
14041,20134082,해무(海霧),Haemoo,2014,20140813,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '심성보'}],(주)해무,2014
14042,20147129,패션왕,Fashion King,2014,20141106,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '오기환'}],주식회사 와이랩,2014
14043,20131262,허삼관,Chronicle of a Blood Merchant,2014,20150114,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '하정우'}],(주)두타연,2015
14044,20101223,헬로우 고스트,Hello Ghost,2010,20101222,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '김영탁'}],(주)워터앤트리,2010
14045,20100326,고死 두 번째 이야기: 교생실습,Death Bell 2 : Bloody Camp,2010,20100728,장편,개봉,한국,"공포(호러),스릴러",한국,공포(호러),[{'peopleNm': '유선동'}],(주)코어콘텐츠미디어,2010
14046,20100305,해결사,Troubleshooter,2010,20100909,장편,개봉,한국,"액션,스릴러",한국,액션,[{'peopleNm': '권혁재'}],(주)외유내강,2010
14047,20112272,가문의 영광4 - 가문의 수난,Unstoppable Family,2011,20110907,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '정태원'}],(주)태원엔터테인먼트,2011
14048,20110296,고양이: 죽음을 보는 두 개의 눈,The Cat,2011,20110707,장편,개봉,한국,공포(호러),한국,공포(호러),[{'peopleNm': '변승욱'}],파인하우스필름(주),2011
14049,20119627,세상에서 가장 아름다운 이별,The Most Beautiful Goodbye,2011,20110420,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '민규동'}],(주)수필름,2011
14050,20100075,무법자,The Outlaw,2010,20100318,장편,개봉,한국,"드라마,범죄,스릴러",한국,드라마,[{'peopleNm': '김철한'}],청강스토리㈜,2010
14068,19830138,오복성,Winners And Sinners,1983,19831217,장편,개봉,홍콩,"액션,코미디",홍콩,액션,[{'peopleNm': '홍금보'}],골든하베스트,1983
14077,20161694,"제자도 - 제자,옥한흠2",,2016,20161110,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,[{'peopleNm': '김상철'}],파이오니아21,2016
14078,20162546,워킹 스트리트,Walking Street,2016,20161117,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이상우'}],(주)컨텐츠로드,2016
14085,20172401,왕을 참하라,,2017,20170316,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김재수'}],(주)영화사 조은,2017
14088,20167905,비정규직 특수요원,PART-TIME SPY,2016,20170316,장편,개봉,한국,"코미디,액션",한국,코미디,[{'peopleNm': '김덕수'}],(주)스톰픽쳐스코리아,2017
14090,19730051,서울의 연인,Lovers of Seoul,1973,19731208,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최하원'}],동아흥행㈜,1973
14091,19710120,고백,Confession,1971,19711105,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최하원'}],연방영화(주) ,1971
14092,19728018,새남터의 북소리,Drum Sound of Sae Nam Teo,1972,19720114,장편,개봉,한국,,한국,,[{'peopleNm': '최하원'}],새한필림,1972
14093,20081067,독짓는 늙은이,An Old Potter,1969,19690304,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최하원'}],동양영화사,1969
14094,19720098,무녀도,A Shaman's Story,1972,19720513,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최하원'}],태창흥업,1972
14099,19710006,평양 폭격대,The Last Flight To Pyongyang,1971,19720101,장편,개봉,한국,전쟁,한국,전쟁,[{'peopleNm': '신상옥'}],안양,1972
14100,19710231,연애도적,Two Thieves In Love,1971,19710626,장편,개봉,한국,코미디,한국,코미디,"[{'peopleNm': '신상옥'}, {'peopleNm': '엄준'}]",안양,1971
14101,19730043,교장 선생 상경기,The principal visits Seoul,1973,19730518,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '신상옥'}],안양,1973
14102,19730042,처녀의 수첩,A Young Girl'S Memorandum,1973,19730414,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '엄준'}],안양,1973
14111,20090664,시간 여행자의 아내,The Time Traveler's Wife,2009,20091028,장편,개봉,미국,"멜로/로맨스,드라마,SF",미국,멜로/로맨스,[{'peopleNm': '로베르트 슈벤트케'}],뉴라인 시네마,2009
14112,20149839,레쓰링,love match,2014,20140911,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '김호준'}],아일랜드픽처스(주),2014
14113,20100363,분홍돌고래,Boto,2010,20100701,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '조연수'}],와이에스 필름,2010
14116,20172483,19금 특별한 정사 무삭제 특별판,,2017,20170307,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '닥터 필'}],(주)케이알씨지,2017
14119,20161366,"그래, 가족",My Little Brother,2016,20170215,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '마대윤'}],(주)청우필름,2017
14123,19860007,뽕,Mulberry,1986,19860208,장편,개봉,한국,"성인물(에로),멜로/로맨스,사극,드라마",한국,성인물(에로),[{'peopleNm': '이두용'}],태흥영화(주),1986
14127,20154342,뚜르: 내 생애 최고의 49일,Le Tour: My Last 49 Days,2016,20170201,장편,개봉,한국,다큐멘터리,한국,다큐멘터리,"[{'peopleNm': '임정하'}, {'peopleNm': '전일우'}, {'peopleNm': '박형준'}, {'peopleNm': '김양래'}]",미디어길,2017
14136,20170624,깊은 사정,,2016,20170227,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '이마오카 신지'}],(유)쏘아필름,2017
14138,20170784,친구아빠 무삭제,,2016,20170223,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김정오'}],(주)영화사가을,2017
14140,20170825,선배의 여자친구 무삭제,,2016,20170223,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김정오'}],(주)영화사가을,2017
14141,20171541,내 동생의 여자친구,,2016,20170223,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14142,20171401,19금 섹스비디오,,2016,20170221,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '박범수'}],(주)케이알씨지,2017
14144,20171301,여직원들 : 직장연애사 무삭제판,,2016,20170221,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '명석환'}],(주)영화사 사계절,2017
14145,20168781,딸의 친구 - 무삭제판,,2016,20170221,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최우성'}],(주)컨텐츠 빌리지,2017
14146,20171941,엄마친구2 무삭제,,2016,20170220,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김대성'}],(주)영화사히트,2017
14148,20167008,야한 목소리-쏠리네,Sexy Voice,2016,20170216,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '이두희'}],무비집 ,2017
14149,20170929,내 남편의 가정교사 - 무삭제,,2016,20170216,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '박선욱'}],스마일컨텐츠,2017
14150,20179521,친구부부 : 욕망의 스와핑,,2016,20170214,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이상우'}],대호필름,2017
14151,20170623,가족의 재구성,,2017,20170214,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최재후'}],조박픽쳐스,2017
14157,20171121,포토그래퍼,,2016,20170210,장편,개봉,한국,"스릴러,멜로/로맨스",한국,스릴러,[{'peopleNm': '지헌'}],JK스튜디오,2017
14169,20179002,일본 엄마,,2016,20170209,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '김무원'}],YJ COMPANY,2017
14170,20170043,엄마의 불륜,,2016,20170209,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14172,20170042,내 친구의 애인,,2016,20170209,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14173,20170281,내 삼촌의 여자,,2016,20170209,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14176,20170861,어린 형수 2,,2017,20170210,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김태수'}],너바나 필름,2017
14177,20170041,P.S. 걸 무삭제,P.S. Girls Director's Cut ,2015,20170206,장편,개봉,한국,"스릴러,드라마,멜로/로맨스",한국,스릴러,[{'peopleNm': '원석호'}],전망 PRODUCTION ,2017
14178,20179783,형부와 처제,,2016,20170202,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14179,20170002,전망 좋은 집 3 (무삭제),,2016,20170202,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '곽승호'}],영화사 인연,2017
14180,20179781,엄마친구 딸,,2016,20170202,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14181,20179782,시아버지와 두 며느리,,2016,20170202,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14182,20179694,맛있는 워킹걸,,2016,20170202,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '화니'}],(주)케이알씨지,2017
14183,20179801,내 형의 아내,,2016,20170202,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14185,20150971,해빙,Bluebeard,2017,20170301,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '이수연'}],위더스필름(주),2017
14193,20124050,화차,Helpless,2011,20120308,장편,개봉,한국,미스터리,한국,미스터리,[{'peopleNm': '변영주'}],(주)영화제작소보임,2012
14198,19760004,낙동강은 흐르는가,Does the Nak-Dong River Flow?,1976,19761023,장편,개봉,한국,"드라마,전쟁",한국,드라마,[{'peopleNm': '임권택'}],(주)우진필림,1976
14199,19760099,맨발의 눈길,Bare Feet In The Snow,1976,19760325,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '임권택'}],(주)우진필림,1976
14200,19730101,대추격,The Big Chase,1973,19730526,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '임권택'}],삼영필림,1973
14201,19730110,잡초,Weeds,1973,19731121,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '임권택'}],삼영필림,1973
14202,19740003,아내들의 행진,Parade Of Wives,1974,19740516,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '임권택'}],영화진흥위원회,1974
14203,19740008,울지 않으리,I Won'T Cry,1974,19740928,장편,개봉,한국,전쟁,한국,전쟁,[{'peopleNm': '임권택'}],영화진흥위원회,1974
14204,19740136,연화,Yeonhwa,1974,19750308,장편,개봉,한국,사극,한국,사극,[{'peopleNm': '임권택'}],(주)우진필림,1975
14205,19740137,속 연화,Yeonhwa 2,1974,19750308,장편,개봉,한국,사극,한국,사극,[{'peopleNm': '임권택'}],(주)우진필림,1975
14206,19750021,왜 그랬던가,Why Did I Do That?,1975,19751115,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '임권택'}],우성사,1975
14207,19730008,증언,Testimony,1973,19740101,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '임권택'}],영화진흥위원회,1974
14208,19730023,흑권,Heukgwon,1973,19730909,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '황풍'}],안양,1973
14209,20172261,탐정사무소-그놈의 얼굴 무삭제판,,2016,20170224,장편,개봉,한국,"스릴러,범죄,드라마",한국,스릴러,[{'peopleNm': '이동현'}],(주)매니아22 ,2017
14210,20020065,공공의 적,Public Enemy,2002,20020124,장편,개봉,한국,"범죄,액션",한국,범죄,[{'peopleNm': '강우석'}],(주)시네마서비스,2002
14211,19730040,기생 오백화,Obaekhwa,1973,19730307,장편,개봉,한국,,한국,,[{'peopleNm': '임권택'}],(주)우진필림,1973
14212,19720102,명동 잔혹사,Cruel History Of Myeong Dong,1972,19720604,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '임권택'}],새한필림,1972
14213,20110249,하울링,HOWLING,2011,20120216,장편,개봉,한국,"범죄,드라마",한국,범죄,[{'peopleNm': '유하'}],오퍼스픽쳐스(유),2012
14214,20128271,577 프로젝트,Project 577,2011,20120830,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '이근우'}],(주)다세포클럽,2012
14215,20119974,수상한 고객들,Suspicious Customers,2011,20110414,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '조진모'}],(주)메이스엔터테인먼트,2011
14216,20110233,화이트: 저주의 멜로디,White,2011,20110609,장편,개봉,한국,공포(호러),한국,공포(호러),"[{'peopleNm': '김곡'}, {'peopleNm': '김선'}]",(주)두엔터테인먼트 ,2011
14217,19710138,둘째 어머니,A Second Mother,1971,19720113,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '임권택'}],선양필름,1972
14218,19710141,명동 삼국지,Whirl Of Betrayals On Myeongdong,1971,19720421,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '임권택'}],세광필름,1972
14219,19710088,나를 더 이상 괴롭히지 마라,Don't torture me anymore,1971,19710409,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '임권택'}],보한산업,1971
14220,19710075,원한의 거리에 눈이 내린다,Snow Falls on the Bloody Street,1971,19710127,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '임권택'}],삼영필림,1971
14221,19710078,30년만의 대결,A Bout in 30 Years,1971,19710227,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '임권택'}],덕영필림,1971
14222,19940346,전함 포템킨 ,The Battleship Potemkin,1926,19941015,장편,개봉,러시아,"드라마,전쟁",러시아,드라마,[{'peopleNm': '세르게이 에이젠슈타인'}],모스필름,1994
14224,20168612,안해,Sexless,2016,20170223,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '이강림'}],(주)콘텐츠윙,2017
14229,20158982,트릭,Trick,2016,20160713,장편,개봉,한국,"스릴러,드라마",한국,스릴러,[{'peopleNm': '이창열'}],엘씨오픽쳐스,2016
14230,20152746,커터,Eclipse,2016,20160330,장편,개봉,한국,"범죄,드라마",한국,범죄,[{'peopleNm': '정희성'}],(주)엘픽쳐스,2016
14232,20040475,벨리 오브 비스트,Belly Of The Beast,2003,20040220,장편,개봉,영국,액션,영국,액션,[{'peopleNm': '정소동'}],GFT엔터테인먼트,2004
14236,20101222,황해,The Yellow Sea,2010,20101222,장편,개봉,"한국,미국,중국","스릴러,액션,범죄",한국,스릴러,[{'peopleNm': '나홍진'}],㈜팝콘필름,2010
14237,20154910,터널,Tunnel,2016,20160810,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김성훈'}],(주)어나더썬데이,2016
14238,20147176,상의원,The Royal Tailor,2014,20141224,장편,개봉,한국,"사극,드라마",한국,사극,[{'peopleNm': '이원석'}],(주)영화사비단길,2014
14240,20150901,올레,DETOUR,2016,20160825,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '채두병'}],(주)어바웃잇,2016
14241,20123383,화이: 괴물을 삼킨 아이,Hwayi: A Monster Boy,2013,20131009,장편,개봉,한국,"액션,스릴러",한국,액션,[{'peopleNm': '장준환'}],나우필름(주),2013
14243,20125920,이웃사람,The Neighbors,2012,20120822,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '김휘'}],영화사 무쇠팔,2012
14244,20123501,군도: 민란의 시대,KUNDO : Age of the Rampant,2013,20140723,장편,개봉,한국,"사극,액션",한국,사극,[{'peopleNm': '윤종빈'}],(주)영화사 월광,2014
14245,20081716,쌍화점,A Frozen Flower,2008,20081230,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '유하'}],오퍼스픽쳐스(유),2008
14246,20141224,경성학교: 사라진 소녀들,The Silenced,2014,20150618,장편,개봉,한국,"미스터리,드라마",한국,미스터리,[{'peopleNm': '이해영'}],청년필름(주),2015
14247,20145171,대호,The Tiger,2015,20151216,장편,개봉,한국,사극,한국,사극,[{'peopleNm': '박훈정'}],(주)사나이픽처스,2015
14249,20163019,장기왕 : 가락시장 레볼루션,Garak Market Revolution,2015,20170202,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '정다원'}],오락가락픽쳐스,2017
14251,20164527,부릉! 부릉! 브루미즈: 스피더의 모험 일기,Vroom! Vroom! Vroomiz,2016,20161215,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '이영준'}],(주)삼지애니메이션,2016
14253,19950233,쿵후 선생,Pushing Hand,1994,19950703,장편,개봉,대만,드라마,대만,드라마,[{'peopleNm': '이안'}],센트럴 모션 픽쳐 코포레이션,1995
14254,20080856,결혼 피로연,The Wedding Banquet,1993,19931224,장편,개봉,"대만,미국","드라마,코미디",대만,드라마,[{'peopleNm': '이안'}],중앙전영공사,1993
14259,20050250,당신이 사랑하는 동안에,Wicker Park,2004,20051013,장편,개봉,미국,"드라마,멜로/로맨스,스릴러",미국,드라마,[{'peopleNm': '폴 맥기건'}],메트로-골드윈-마이어,2005
14260,20161744,트롤,Trolls,2016,20170216,장편,개봉,미국,애니메이션,미국,애니메이션,"[{'peopleNm': '마이크 미첼'}, {'peopleNm': '월트 도른'}]",드림웍스 애니메이션,2017
14266,20168342,헤픈젤: 비밀의 몸캠,,2016,20170215,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '마의성'}],굿픽처스,2017
14269,20165521,극장판 프리즘스톤 올스타 셀렉션,,2015,20160707,장편,개봉,"한국,일본","애니메이션,드라마,판타지",한국,애니메이션,[{'peopleNm': '김영범'}],동우에이앤이(주),2016
14270,20145507,검사외전,A Violent Prosecutor,2015,20160203,장편,개봉,한국,"범죄,코미디",한국,범죄,[{'peopleNm': '이일형'}],(주)영화사 월광,2016
14271,20163521,스플릿,SPLIT,2016,20161109,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '최국희'}],오퍼스픽쳐스(유),2016
14272,20157466,"로봇, 소리",SORI: Voice from the Heart,2015,20160127,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이호재'}],(주)영화사 좋은날,2016
14273,20153401,파파좀비,Papa Zombie,2016,20161229,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '고현창'}],㈜인디스토리,2016
14274,20154906,사냥,The Hunt,2016,20160629,장편,개봉,한국,액션,한국,액션,[{'peopleNm': '이우철'}],(주)빅스톤픽쳐스,2016
14275,20158242,무서운 이야기 3 : 화성에서 온 소녀,Horror Stories III,2016,20160601,옴니버스,개봉,한국,공포(호러),한국,공포(호러),"[{'peopleNm': '백승빈'}, {'peopleNm': '김선'}, {'peopleNm': '김곡'}, {'peopleNm': '민규동'}]",(주)수필름,2016
14276,20150902,대배우,THE GREAT ACTOR,2015,20160330,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '석민우'}],주식회사 영화사다,2016
14277,20166127,그랜드파더,Grand Father,2016,20160831,장편,개봉,한국,"액션,드라마",한국,액션,[{'peopleNm': '이서'}],(주)한이야기,2016
14278,20150972,굿바이 싱글,Familyhood,2016,20160629,장편,개봉,한국,"코미디,드라마",한국,코미디,[{'peopleNm': '김태곤'}],호두앤유 엔터테인먼트(주),2016
14281,20088506,26년,26 Years,2012,20121129,장편,개봉,한국,"액션,드라마",한국,액션,[{'peopleNm': '조근현'}],영화사청어람(주),2012
14282,19730002,삼일천하,Three Days Of Their Reign,1973,19730215,장편,개봉,한국,사극,한국,사극,[{'peopleNm': '신상옥'}],(주)삼영필림,1973
14283,19738119,이별,Farewell,1973,19730911,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '신상옥'}],안양영화,1973
14284,19730028,반혼녀,A Woman With Half Soul,1973,19731201,장편,개봉,한국,공포(호러),한국,공포(호러),[{'peopleNm': '신상옥'}],신프로덕션,1973
14285,19740005,13세 소년,A boy at his age of 13,1974,19740629,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '신상옥'}],신프로덕션,1974
14286,19748213,한강,The Han river,1974,19741031,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '신상옥'}],신프로덕션,1974
14287,19750003,아이 러브 마마,I Love Mama,1975,19750517,장편,개봉,한국,"멜로/로맨스,뮤지컬",한국,멜로/로맨스,[{'peopleNm': '신상옥'}],신프로덕션,1975
14288,19750088,춘희 '75,Chun-Hee '75,1975,19751018,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '신상옥'}],신프로덕션,1975
14289,19750108,장미와 들개,Rose and Wild Dog,1975,19760319,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '신상옥'}],합동영화(주),1976
14290,19760093,여수 407호,Woman Prisoner No. 407,1976,19760227,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '신상옥'}],합동영화(주),1976
14291,19760102,속 여수 407호,Woman Prisoner No. 407 2(Yeosu 407Ho),1976,19760417,장편,개봉,한국,"드라마,범죄",한국,드라마,[{'peopleNm': '신상옥'}],합동영화(주),1976
14292,19900106,마유미,Ma Yumi,1990,19900609,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '신상옥'}],길영화사,1990
