,movieCd,movieNm,movieNmEn,prdtYear,openDt,typeNm,prdtStatNm,nationAlt,genreAlt,repNationNm,repGenreNm,directors,companys,openYear
14293,19940049,증발,Vanished,1994,19940423,장편,개봉,한국,"미스터리,범죄",한국,미스터리,[{'peopleNm': '신상옥'}],합동영화(주),1994
14295,20157064,커튼콜,Curtain Call,2016,20161208,장편,개봉,한국,코미디,한국,코미디,[{'peopleNm': '류훈'}],(주)모멘텀엔터테인먼트,2016
14296,19600018,하녀,The Housemaid,1960,19601103,장편,개봉,한국,"멜로/로맨스,스릴러",한국,멜로/로맨스,[{'peopleNm': '김기영'}],김기영프로덕션,1960
14297,20138226,우아한 거짓말,Thread of Lies,2013,20140313,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이한'}],(주)유비유필름,2014
14298,20133682,화장,Revivre,2014,20150409,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '임권택'}],(주)명필름,2015
14299,20130442,끝까지 간다,A Hard Day,2013,20140529,장편,개봉,한국,"액션,스릴러,범죄",한국,액션,[{'peopleNm': '김성훈'}],(주)에이디사공육,2014
14300,20141589,철원기행,End of Winter,2014,20160421,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김대환'}],(주)타이거시네마,2016
14301,20148449,산다,Alive,2014,20150521,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '박정범'}],세컨드윈드 필름,2015
14302,20080905,봉선화,A Touch-Me-Not,1956,19561110,장편,개봉,한국,사극,한국,사극,[{'peopleNm': '김기영'}],김기영프로덕션,1956
14304,19570036,황혼열차,The Twilight Train,1957,19571031,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김기영'}],대영실업영화부,1957
14309,20171042,불륜의 후예 무삭제판,,2016,20170209,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이상수'}],선셋 시네마,2017
14311,20080893,렌의 애가,Len'S Sonata,1969,19690101,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김기영'}],세기상사㈜,1969
14312,20050038,아무도 모른다,Nobody Knows,2004,20050401,장편,개봉,일본,드라마,일본,드라마,[{'peopleNm': '고레에다 히로카즈'}],반다이비쥬얼컴패니,2005
14313,20080895,파계,Transgression,1974,19741109,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김기영'}],(주)동아수출공사,1974
14314,20080899,살인나비를 쫓는 여자,A Woman After a Killer Butterfly,1978,19791208,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김기영'}],(주)우진필림,1979
14315,20080909,느미,Neu-Mi,1979,19800613,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김기영'}],신한영화(주),1980
14316,20080902,화녀 '82,Hwa-Nyuh Of '82,1982,19820626,장편,개봉,한국,"드라마,범죄,스릴러",한국,드라마,[{'peopleNm': '김기영'}],신한영화(주),1982
14317,20080908,자유처녀,Free Maiden,1982,19821029,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김기영'}],신한영화(주),1982
14318,20080904,바보사냥,Hunting For Idiots,1984,19841201,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김기영'}],(주)화천공사,1984
14319,20080903,육식동물,Carnivorous Animal,1984,19850323,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김기영'}],신한영화(주),1985
14320,20161364,귀향,Spirits' Homecoming,2015,20160224,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '조정래'}],주식회사 제이오엔터테인먼트코리아,2016
14321,20149314,내부자들,Inside Men,2015,20151119,장편,개봉,한국,"범죄,드라마",한국,범죄,[{'peopleNm': '우민호'}],(유)내부자들 문화전문회사,2015
14322,20030399,...ing,...ing,2003,20031128,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '이언희'}],드림맥스(주),2003
14323,19770051,영자의 전성시대,Yeong-Ja's Heydays,1975,19750211,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '김호선'}],태창흥업,1975
14324,20070023,어깨 너머의 연인,Love Exposure,2007,20071018,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '이언희'}],어뮤즈,2007
14336,20179601,아내의 불륜2,,2016,20170125,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14337,20179001,미용실 : 특별한 서비스 무삭제,,2016,20170125,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이리단'}],대호필름,2017
14341,20168758,딸의 친구,,2016,20170121,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최우성'}],(주)컨텐츠 빌리지,2017
14342,20167986,젊은 형부 무삭제판,,2016,20170125,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '박은호'}],(주)픽쳐레스크,2017
14344,20178921,유혹,,2016,20170119,장편,개봉,한국,"드라마,스릴러",한국,드라마,[{'peopleNm': '최우성'}],주식회사 루믹스미디어,2017
14346,20168609,러브 슬레이트,love slate,2016,20170119,장편,개봉,한국,"성인물(에로),애니메이션",한국,성인물(에로),[{'peopleNm': '김현수'}],콩미디어,2017
14347,20168752,내 학생의 엄마 무삭제판,,2016,20170119,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '기대호'}],(주)영화사 사계절,2017
14348,20160142,내 친구의 엄마,,2016,20161012,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '탁승오'}],엠아이픽쳐스,2016
14349,20179401,내 친구의 엄마 (무삭제),,2016,20170119,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '탁승오'}],엠아이픽쳐스,2017
14350,20179562,탐정사무소-그놈의 얼굴,,2016,20170118,장편,개봉,한국,"스릴러,드라마,코미디",한국,스릴러,[{'peopleNm': '이동현'}],(주)나우콘텐츠,2017
14351,20164404,여자전쟁: 여자의 이유,,2016,20170117,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '송창수'}],(주)베르디미디어,2017
14353,20165966,젊은 형수,,2016,20170117,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김정오'}],(주)영화사가을,2017
14354,20168245,신혼여행 : 불륜,,2016,20170117,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김정오'}],(주)영화사가을,2017
14355,20179381,스와핑 : 친구부부의 쾌락,,2016,20170117,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김민식'}],(주)영화사가을,2017
14371,20168246,음란 선비 - 무삭제판,,2016,20170111,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최우성'}],(주)에이블엔터테인먼트,2017
14374,20167843,스와핑 하던 날,,2016,20170110,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '명석환'}],마법사필름,2017
14377,20168667,바람난 애인,,2016,20170105,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김정오'}],(주)영화사가을,2017
14378,20168711,"내 친구, 그의 아내",,2016,20170105,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김정오'}],(주)영화사 사계절,2017
14379,20168710,내 아내의 친구,,2016,20170105,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '김정오'}],(주)영화사가을,2017
14380,20168523,내 남편의 가정교사,,2016,20170103,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '박선욱'}],스마일컨텐츠,2017
14381,20165925,음란 과외 - 무삭제판,,2016,20170102,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '최우성'}],(주)컨텐츠 빌리지,2017
14384,20060228,시간,Time,2006,20060824,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김기덕'}],(주)김기덕 필름,2006
14385,20020226,오아시스,Oasis,2002,20020814,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '이창동'}],(주)이스트필름,2002
14395,20160129,동창회의 목적: 더 비기닝,,2016,20170202,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '정대만'}],블루스필름,2017
14399,20159657,최강전사 미니특공대: 영웅의 탄생,Mini Force : New Heroes Rise,2016,20160204,장편,개봉,한국,애니메이션,한국,애니메이션,[{'peopleNm': '이영준'}],(주)삼지애니메이션,2016
14400,20148685,조류인간,The Avian Kind,2014,20150226,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '신연식'}],(주) 루스이소니도스,2015
14401,20130574,개를 훔치는 완벽한 방법,How To Steal A Dog,2014,20141231,장편,개봉,한국,"드라마,가족",한국,드라마,[{'peopleNm': '김성호'}],(주)삼거리픽쳐스,2014
14402,20148553,내 심장을 쏴라,Shoot Me in the Heart,2014,20150128,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '문제용'}],(주)주피터필름,2015
14403,20147931,소녀괴담,Mourning Grave,2014,20140702,장편,개봉,한국,"미스터리,공포(호러)",한국,미스터리,[{'peopleNm': '오인천'}],(주)고스트픽처스,2014
14404,20148461,살인의뢰,The Deal,2014,20150312,장편,개봉,한국,"범죄,스릴러",한국,범죄,[{'peopleNm': '손용호'}],(주)미인픽쳐스,2015
14405,20147930,나의 사랑 나의 신부,"My Love, My Bride",2014,20141008,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '임찬상'}],(주)필름모멘텀,2014
14406,20158481,퇴마: 무녀굴,The Chosen: Forbidden Cave,2015,20150820,장편,개봉,한국,"공포(호러),스릴러",한국,공포(호러),[{'peopleNm': '김휘'}],(주)케이프로덕션,2015
14407,20156321,약장수,Clown of a Salesman ,2015,20150423,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '조치언'}],(주)26컴퍼니,2015
14408,20010005,나쁜 남자,Bad Guy,2002,20020110,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김기덕'}],(주)엘제이필름,2002
14409,20010031,수취인불명,Address Unknown,2001,20010602,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김기덕'}],(주)엘제이필름,2001
14410,20061221,"나의 친구, 그의 아내",My Friend & His Wife,2008,20081127,장편,개봉,한국,"드라마,스릴러",한국,드라마,[{'peopleNm': '신동일'}],(주)프라임엔터테인먼트,2008
14411,20081132,아기와 나,Baby And Me,2008,20080814,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '김진영'}],(주)프라임엔터테인먼트,2008
14412,20071675,더 게임,The Devil’s Game,2007,20080130,장편,개봉,한국,스릴러,한국,스릴러,[{'peopleNm': '윤인호'}],(주)프라임엔터테인먼트,2008
14413,20070291,무림여대생,My Mighty Princess,2008,20080626,장편,개봉,한국,"멜로/로맨스,액션,코미디",한국,멜로/로맨스,[{'peopleNm': '곽재용'}],포도필름,2008
14414,20070466,세븐 데이즈,7 Days,2007,20071114,장편,개봉,한국,"스릴러,범죄",한국,스릴러,[{'peopleNm': '원신연'}],(주)영화사윤앤준,2007
14415,20070500,펀치레이디,Punch lady,2007,20071025,장편,개봉,한국,"드라마,코미디",한국,드라마,[{'peopleNm': '강효진'}],(주)프라임엔터테인먼트,2007
14416,20060230,전설의 고향,The Evil Twin,2006,20070523,장편,개봉,한국,공포(호러),한국,공포(호러),[{'peopleNm': '김지환 '}],윈텍필름(주),2007
14417,20070126,이대근 이 댁은,Mr.Lee Vs Mr.Lee,2007,20070501,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '심광진'}],(주)영화사윤앤준,2007
14418,20070109,파란자전거,The Elephant On The Bike,2007,20070419,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '권용국'}],(주)프라임엔터테인먼트,2007
14419,20060373,조용한 세상,The World Of Silence,2006,20061214,장편,개봉,한국,"드라마,미스터리,스릴러",한국,드라마,[{'peopleNm': '조의석'}],(주)엘제이필름,2006
14420,20060244,우리들의 행복한 시간,Maundy Thursday,2006,20060914,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '송해성'}],(주)엘제이필름,2006
14421,20060070,구타유발자들,A Bloody Aria,2006,20060531,장편,개봉,한국,"코미디,범죄",한국,코미디,[{'peopleNm': '원신연'}],코리아 엔터테인먼트,2006
14432,20143511,오피스,Office,2014,20150903,장편,개봉,한국,"스릴러,미스터리",한국,스릴러,[{'peopleNm': '홍원찬'}],(주)영화사꽃,2015
14433,20101038,대지진,After Shock,2010,20101104,장편,개봉,중국,드라마,중국,드라마,[{'peopleNm': '펑샤오강'}],당산시 정부,2010
14435,20100474,쉬즈 더 원,If You Are The One,2008,20100715,장편,개봉,중국,"드라마,멜로/로맨스",중국,드라마,[{'peopleNm': '펑샤오강'}],주식회사 마운틴픽쳐스,2010
14438,19970089,제리 맥과이어,Jerry Maguire,1996,19970201,장편,개봉,미국,"드라마,코미디",미국,드라마,[{'peopleNm': '카메론 크로우'}],트라이스타 픽쳐스,1997
14439,20151944,스톱,Stop,2015,20161208,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '김기덕'}],(주)김기덕 필름,2016
14440,20165144,걱정말아요,Don’t Worry,2015,20170105,옴니버스,개봉,한국,드라마,한국,드라마,"[{'peopleNm': '소준문'}, {'peopleNm': '김대견'}, {'peopleNm': '신종훈'}]",(주)레인보우팩토리,2017
14446,20166821,나쁜놈은 죽는다 무삭제 특별판,,2015,20160721,장편,개봉,"중국,한국","코미디,범죄,액션",중국,코미디,[{'peopleNm': '손호'}],(주)케이알씨지,2016
14447,20156080,나쁜놈은 죽는다,Bad Guys Always Die,2015,20160204,장편,개봉,"중국,한국","코미디,액션",중국,코미디,[{'peopleNm': '손호'}],(주)케이알씨지,2016
14448,20179481,사랑받지 못한 여자,ANGEL IS DEAD,2016,20170124,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '노진수'}],(주)케이피필름,2017
14460,20090427,지.아이.조 : 전쟁의 서막,G.I. Joe: The Rise of Cobra,2009,20090806,장편,개봉,미국,액션,미국,액션,[{'peopleNm': '스티븐 소머즈'}],파라마운트 픽쳐스,2009
14461,20088318,배꼽,Horny Family,2012,20130117,장편,개봉,한국,"가족,코미디",한국,가족,[{'peopleNm': '박보상'}],(주)태원엔터테인먼트,2013
14467,20090874,페어러브,The Fair Love,2009,20100114,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '신연식'}],(주) 루스이소니도스,2010
14468,20090895,주유소 습격사건 2,Attack The Gas Station 2,2009,20100121,장편,개봉,한국,"액션,코미디",한국,액션,[{'peopleNm': '김상진'}],㈜감독의집,2010
14469,20090160,평행이론,Parallel Life,2009,20100218,장편,개봉,한국,"스릴러,액션,드라마,미스터리",한국,스릴러,[{'peopleNm': '권호영'}],(주)다세포클럽,2010
14470,20090927,방자전,The Servant,2010,20100602,장편,개봉,한국,"사극,코미디,멜로/로맨스",한국,사극,[{'peopleNm': '김대우'}],(주)바른손이앤에이,2010
14471,20100209,이끼,Moss,2010,20100714,장편,개봉,한국,"드라마,스릴러",한국,드라마,[{'peopleNm': '강우석'}],(주)시네마서비스,2010
14472,20101004,된장,The Recipe,2009,20101021,장편,개봉,한국,"미스터리,드라마",한국,미스터리,[{'peopleNm': '이서군'}],필름있수다,2010
14473,20164105,외박: 친구의 여자 (무삭제),SOLDIERS’ DESIRE: STAYING-OUT DAY,2016,20161110,장편,개봉,한국,"멜로/로맨스,드라마",한국,멜로/로맨스,[{'peopleNm': '유승택'}],영화사 인연,2016
14478,20156670,위드,With,2015,20170119,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '박성수'}],(주)데이드림서울,2017
14484,20157631,다른 길이 있다,Another Way,2015,20170119,장편,개봉,한국,드라마,한국,드라마,[{'peopleNm': '조창호'}],영화사 몸,2017
14486,20080750,달콤한 거짓말,Lost & Found,2008,20081218,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '정정화'}],CJ ENM,2008
14487,19740134,삼각의 함정,A Triangular Trap,1974,19750201,장편,개봉,한국,멜로/로맨스,한국,멜로/로맨스,[{'peopleNm': '이만희'}],태창흥업,1975
14492,19890291,해리가 샐리를 만났을 때,When Harry Met Sally,1988,19891118,장편,개봉,미국,"코미디,드라마,멜로/로맨스",미국,코미디,[{'peopleNm': '롭 라이너'}],캐슬 락 엔터테인먼트,1989
14499,19800040,미워도 다시 한번 '80,Love Me Once Again Despite Hatred '80,1980,19800621,장편,개봉,한국,"드라마,멜로/로맨스",한국,드라마,[{'peopleNm': '변장호'}],한림영화,1980
14500,20090724,내 눈에 콩깍지,"The Relation Of Face, Mind And Love",2009,20091105,장편,개봉,한국,"멜로/로맨스,코미디",한국,멜로/로맨스,[{'peopleNm': '이장수'}],(주)삼화네트웍스,2009
14501,20090500,황금시대,Short! Short! Short! 2009: Show Me The Money,2009,20090910,옴니버스,개봉,한국,드라마,한국,드라마,"[{'peopleNm': '최익환'}, {'peopleNm': '윤성호'}, {'peopleNm': '이송희일'}, {'peopleNm': '채기'}, {'peopleNm': '김영남'}, {'peopleNm': '김성호'}, {'peopleNm': '남다정'}, {'peopleNm': '양해훈'}]",㈜인디스토리,2009
